,egypt_def,min_HAD,sudan_def,ethiopia_hydro
23567,3.545766,164.62917,0.0,10.630733
23568,11.373575,152.16495,0.0,8.891053
23569,0.34205824,175.9307,0.0,17.215149
23570,0.40552393,175.36394,0.0,16.798296
23571,1.89572,172.23163,0.0,12.848157
23572,0.33878714,176.09229,0.0,17.242823
23573,1.040257,173.64514,0.0,13.121827
23574,0.66052353,175.01315,0.0,14.1693535
23575,13.695039,152.3835,0.0,7.092433
23576,13.040237,151.10506,0.0109553905,7.6550097
23577,3.1795356,171.60226,0.0,11.654216
23578,1.9266961,172.20653,0.0,12.288979
23579,0.5994905,174.52719,0.0,15.856378
23580,1.2917575,173.48944,0.0,13.386795
23581,10.851975,150.57101,0.09172789,6.898695
23582,0.3824349,175.72057,0.0,15.854052
23583,0.25600576,179.02518,0.0,16.197586
23584,20.560907,149.42029,0.100277364,5.2164464
23585,2.2090573,171.68138,0.0,10.57583
23586,0.5089187,176.8612,0.0,15.920909
23587,0.82729036,173.47446,0.0,14.334195
23588,0.17303942,177.34682,0.0,17.535212
23589,3.0969112,155.65488,0.0,11.090701
23590,0.6880643,173.77977,0.0,15.687136
23591,3.052147,169.30176,0.0,11.070754
23592,0.21188419,176.95284,0.0,17.244473
23593,0.36368763,176.22949,0.0,16.264988
23594,0.19851269,173.28001,0.0,11.909296
23595,0.9046069,174.07033,0.0,13.478634
23596,0.33650392,176.65512,0.0,16.89337
23597,8.622614,152.85933,0.0,9.57096
23598,0.50404334,175.5252,0.0,15.634765
23599,11.715794,149.75932,0.10683421,6.352382
23600,2.7477155,170.44177,0.0,11.797058
23601,0.3733833,175.78812,0.0,16.678368
23602,0.42010358,175.62119,0.0,16.008595
23603,1.082522,173.40579,0.0,14.488331
23604,4.7803826,162.01404,0.0,8.302309
23605,4.0987415,160.18858,0.0,7.4371815
23606,11.775198,152.57889,0.0,8.397541
23607,12.169996,151.945,0.10104874,5.389344
23608,4.888771,154.9662,0.0,8.928944
23609,1.8967234,172.0873,0.0,11.36073
23610,1.2215121,173.56664,0.0,13.639137
23611,12.36515,152.03337,0.0041077957,7.6087694
23612,1.4179777,173.2602,0.0,12.677818
23613,0.48295903,175.2804,0.0,16.020119
23614,5.243434,155.05098,0.0,8.34656
23615,3.4109797,165.84605,0.0,8.43878
23616,0.9442179,174.41464,0.0,14.3795
23617,0.2968952,177.16733,0.0,16.802185
23618,0.43590823,176.59926,0.0,16.797638
23619,4.9550858,152.8513,0.0,7.5364337
23620,0.35772446,176.15747,0.0,16.90118
23621,8.632322,152.48248,0.0,9.01488
23622,0.87375927,174.95255,0.0,15.511694
23623,0.7963432,174.26918,0.0,14.800007
23624,0.602994,175.39687,0.0,15.260099
23625,9.667782,152.80156,0.0,8.832673
23626,0.475593,174.80238,0.0,16.63553
23627,1.7589236,172.82042,0.0,12.646225
23628,0.9708446,173.70824,0.0,13.306217
23629,1.2066288,173.30733,0.0,12.963365
23630,4.774175,159.17174,0.0,8.244457
23631,0.5368045,175.42873,0.0,12.77561
23632,9.88168,152.64047,0.0,8.008256
23633,2.5471258,171.98308,0.0,11.583458
23634,0.8665453,173.75237,0.0,14.080363
23635,1.6837072,172.41342,0.0,13.42759
23636,0.69424516,174.56253,0.0,15.283956
23637,1.2087108,173.12904,0.0,14.326624
23638,5.6473513,152.7164,0.025133085,8.93447
23639,10.419222,150.87059,0.08191901,6.8964143
23640,20.343204,151.2534,0.053577147,6.4344816
23641,6.662,152.80597,0.0,9.431584
23642,0.54928184,175.21077,0.0,14.77177
23643,0.66994023,175.3013,0.0,14.908505
23644,0.7598466,174.72394,0.0,14.922668
23645,6.232693,152.13097,0.003948694,10.076422
23646,12.859741,151.07823,0.040903468,8.554734
23647,0.5771981,175.25935,0.0,14.927158
23648,4.7237196,154.41846,0.0,10.34761
23649,4.457292,153.72218,0.0,7.4318466
23650,1.0004855,173.64502,0.0,13.76089
23651,0.45177743,176.52492,0.0,16.454401
23652,1.1246945,173.27614,0.0,14.523584
23653,0.36292386,176.20616,0.0,16.872284
23654,0.65432763,174.03322,0.0,15.200803
23655,3.2032049,156.07965,0.0,10.430074
23656,7.8393526,152.85187,0.00024480428,7.7561984
23657,6.70391,152.78848,0.0,9.682429
23658,16.937225,150.32375,0.025948534,5.9315047
23659,9.603667,152.7456,0.0,9.313641
23660,0.421733,176.5829,0.0,16.661871
23661,1.2286133,173.00366,0.0,14.356941
23662,0.48203453,175.25432,0.0,16.016775
23663,2.2333128,171.17992,0.0,12.015632
23664,0.63908404,175.30933,0.0,15.043944
23665,9.3920765,151.31262,0.013414081,9.065834
23666,0.45152515,175.59972,0.0,15.724038
23667,0.57046586,175.52534,0.0,15.468473
23668,19.91413,149.67691,0.07942701,5.286572
23669,17.068182,151.49298,0.12684076,5.659516
23670,1.2903832,165.58601,0.0,9.462887
23671,0.17558289,177.2031,0.0,17.291073
23672,1.2849379,173.02321,0.0,14.04879
23673,17.068398,150.74547,0.121170156,7.0350585
23674,1.4170421,173.22858,0.0,12.110595
23675,17.801672,150.75398,0.110943936,6.539644
23676,2.8659887,170.83206,0.0,11.4858675
23677,7.7219787,152.37578,0.05135952,7.189316
23678,0.57302487,175.40347,0.0,15.274576
23679,18.377565,148.61292,0.28477797,6.148145
23680,0.7726425,174.71242,0.0,14.900856
23681,13.312148,151.80891,0.05126349,6.858332
23682,0.819611,174.23813,0.0,14.676707
23683,0.4833713,176.21016,0.0,16.209354
23684,1.7542118,172.86409,0.0,11.618692
23685,8.056527,151.27309,0.020712301,6.634608
23686,0.25551897,175.83957,0.0,17.480066
23687,0.83668137,173.7826,0.0,13.862336
23688,0.43680686,176.55508,0.0,16.435226
23689,0.4560033,176.41005,0.0,16.13431
23690,3.359788,155.43994,0.0,10.748091
23691,0.30528793,177.11017,0.0,16.862703
23692,0.6027717,174.18019,0.0,9.821846
23693,0.34661382,176.95331,0.0,16.619484
23694,8.177248,152.72215,0.0,8.8889675
23695,0.40801248,175.76697,0.0,16.476772
23696,6.487498,153.13547,0.0,8.878416
23697,4.979823,152.87648,0.0224779,9.243256
23698,3.0801623,161.3368,0.0,10.8931675
23699,2.678569,170.61285,0.0,11.860849
23700,0.33524847,176.74846,0.0,16.56407
23701,7.343342,151.57721,0.00686906,9.544004
23702,11.135876,152.63684,0.0,8.435854
23703,0.20515162,177.25702,0.0,17.116499
23704,5.3145432,152.7535,0.023858033,8.91187
23705,0.6099984,174.02013,0.0,9.172086
23706,0.37435076,175.73804,0.0,16.908756
23707,0.68930703,174.9902,0.0,14.193023
23708,0.6223428,174.06726,0.0,15.764602
23709,0.52964556,175.45787,0.0,13.102181
23710,0.6293776,175.18936,0.0,15.013953
23711,12.449701,151.91287,0.101979196,5.346245
23712,0.80864394,174.68835,0.0,14.763575
23713,4.0666747,155.09491,0.0,10.303466
23714,0.80301327,174.22525,0.0,13.649891
23715,0.61292034,174.08386,0.0,8.819816
23716,0.5639192,175.08176,0.0,12.140301
23717,5.6670322,153.41467,0.0,10.114507
23718,16.855715,151.7995,0.026344389,8.035311
23719,0.7070748,173.84856,0.0,15.513367
23720,0.25412813,176.46173,0.0,17.326107
23721,3.0895166,167.51123,0.0,9.104121
23722,1.1704651,173.49615,0.0,12.801792
23723,3.3318493,166.27559,0.0,8.607678
23724,0.33455878,176.95714,0.0,16.668749
23725,3.2062378,169.76181,0.0,10.877259
23726,0.5066463,176.01997,0.0,14.298527
23727,6.4851837,153.67107,0.0,11.010038
23728,0.29379135,176.74121,0.0,17.328016
23729,0.34429514,177.20987,0.0,17.371313
23730,0.9927653,173.95975,0.0,14.23778
23731,0.5098178,175.41069,0.0,15.970237
23732,0.35338455,176.1297,0.0,17.00092
23733,1.2763783,173.07748,0.0,14.050824
23734,6.011116,152.29982,0.004335587,10.219132
23735,0.43833324,176.71535,0.0,16.0794
23736,0.5030375,175.55255,0.0,15.875668
23737,0.41066113,175.64001,0.0,16.109238
23738,16.705553,151.54224,0.09504338,5.6824183
23739,13.789388,151.82782,0.016655494,7.3023887
23740,4.883552,153.09749,6.003971e-05,10.670598
23741,0.5182528,175.57378,0.0,13.315227
23742,2.5369594,171.96672,0.0,11.873631
23743,0.44819483,176.41452,0.0,16.282642
23744,0.40502253,177.437,0.0,16.74821
23745,2.801182,171.07693,0.0,11.175716
23746,4.148907,159.13312,0.0,9.32767
23747,0.5253557,175.19038,0.0,15.004271
23748,0.6102484,174.07199,0.0,9.128426
23749,3.7552326,162.69144,0.0,7.861294
23750,1.459057,172.66179,0.0,13.905998
23751,0.50078684,176.09833,0.0,16.269897
23752,0.5949191,174.90254,0.0,15.74967
23753,4.0038047,166.02458,0.0,10.820412
23754,7.3546786,151.52641,0.0078579355,6.7793055
23755,0.5080473,175.60376,0.0,15.340201
23756,0.26982918,178.21854,0.0,16.986387
23757,14.625604,151.16101,0.04018255,7.5538993
23758,0.95755655,173.31323,0.0,13.598278
23759,0.5916168,174.50024,0.0,10.537507
23760,0.5869749,174.61745,0.0,10.829122
23761,0.34828472,177.7616,0.0,16.811506
23762,5.7177134,153.07182,0.0,10.471528
23763,0.24479158,176.47644,0.0,17.00973
23764,0.41536638,176.89728,0.0,16.530945
23765,8.92013,152.40797,0.0,9.4789505
23766,3.1786985,164.7913,0.009887709,8.680371
23767,0.37369418,175.9817,0.0,16.15703
23768,14.596621,151.5677,0.070104435,6.377474
23769,9.020552,152.52905,0.0,8.734012
23770,0.87686473,174.3386,0.0,14.160019
23771,9.064282,152.43997,0.0,8.898441
23772,18.40201,151.16142,0.21804437,5.593328
23773,9.472169,152.31882,0.0,9.62861
23774,0.15412,179.20108,0.0,15.717885
23775,0.5828738,174.48569,0.0,15.406067
23776,8.324648,151.39268,0.008224464,9.192282
23777,1.2278966,173.01326,0.0,14.3434305
23778,13.177056,150.73865,0.030358758,6.851968
23779,1.4772226,173.33183,0.0,13.424701
23780,15.719314,151.63455,0.0013536607,7.05228
23781,0.43727854,175.8186,0.0,16.265425
23782,1.3568491,173.26631,0.0,12.529962
23783,3.4296658,165.4801,0.0,8.51247
23784,20.22655,149.72755,0.10230672,5.1566987
23785,0.58070177,175.7199,0.0,17.349703
23786,17.343212,150.12741,0.027335651,5.854166
23787,0.9687592,173.89252,0.0,14.37908
23788,1.37307,173.25798,0.0,12.534901
23789,17.425138,148.94394,0.16746585,6.29862
23790,0.40146083,177.00679,0.0,16.724915
23791,0.45559588,176.57169,0.0,15.813882
23792,0.47128522,176.45746,0.0,15.518436
23793,6.5064597,152.0003,0.002961561,9.866563
23794,7.3648458,152.55289,0.0,9.926761
23795,0.4251506,177.10089,0.0,16.70447
23796,7.367697,152.635,0.0,9.458992
23797,1.621388,173.16661,0.0,12.668145
23798,2.3384757,171.13132,0.0,10.299411
23799,0.686702,173.77112,0.0,15.701917
23800,4.7833915,154.42906,0.0,10.166661
23801,18.916206,151.42943,0.014495789,7.686141
23802,4.12903,160.29057,0.0,9.300059
