,Egypt_irr_def,HAD_min_level,Sudan_irr_def,Ethiopia_hydroenergy
0,3.592987298965454,178.10296630859375,0.0,13.601147651672363
1,0.2859349250793457,170.56509399414062,0.46192237734794617,14.000201225280762
2,1.3996456861495972,172.61309814453125,0.0,14.22153377532959
3,1.6969243288040161,175.10720825195312,0.0,14.101816177368164
4,0.09897074103355408,173.4040069580078,0.0,13.061498641967773
5,1.4665218591690063,174.7368927001953,0.0,14.103072166442871
6,2.6515300273895264,175.21554565429688,0.0,14.20111083984375
7,5.354830265045166,178.00086975097656,0.0,14.20947265625
8,2.074394941329956,174.34519958496094,0.0,14.20253849029541
9,3.258012533187866,178.01351928710938,0.0,13.819684028625488
10,0.3960671126842499,170.34848022460938,0.0,14.10444164276123
11,1.9520564079284668,174.08639526367188,0.0,14.201985359191895
12,3.587789297103882,176.45787048339844,0.0,14.201767921447754
13,1.1618458032608032,175.48001098632812,0.0,13.900980949401855
14,0.09594190865755081,173.52670288085938,1.2630729675292969,13.393665313720703
15,1.4549821615219116,176.96768188476562,0.0,13.42756175994873
16,1.2972089052200317,177.1233673095703,4.078380243299762e-06,12.26804256439209
17,0.7405385375022888,172.76138305664062,0.0,14.101826667785645
18,1.4512381553649902,175.54196166992188,0.0,14.00946044921875
19,1.9514007568359375,177.70591735839844,0.0,13.141651153564453
20,1.0231531858444214,175.22740173339844,0.0,13.901717185974121
21,2.57670259475708,177.10418701171875,0.0,14.011521339416504
22,0.4670085608959198,173.91177368164062,1.6863270998001099,13.803041458129883
23,1.4515901803970337,175.93609619140625,0.0,13.925912857055664
24,2.54840350151062,174.84542846679688,0.0,14.20129680633545
25,0.09992855042219162,169.30999755859375,0.0,13.83475112915039
26,0.29301753640174866,174.40223693847656,0.0,13.452190399169922
27,1.9051480293273926,176.6341094970703,0.0,13.917037010192871
28,0.18636374175548553,172.27987670898438,0.0,13.610820770263672
29,2.5983541011810303,177.7790985107422,0.0,13.56389045715332
30,3.2346715927124023,177.50436401367188,0.0,14.005001068115234
31,0.6928096413612366,172.41123962402344,0.0,14.100088119506836
32,0.09505483508110046,173.83230590820312,1.9666613340377808,13.530131340026855
33,0.5592507123947144,176.17575073242188,0.0,12.522994995117188
34,0.09912840276956558,173.83370971679688,0.0,12.816750526428223
35,0.3953847885131836,171.32778930664062,0.47643163800239563,14.01325798034668
36,1.3528308868408203,175.75169372558594,0.0,13.907690048217773
37,0.398219496011734,174.44100952148438,2.010735273361206,13.708866119384766
38,1.63314950466156,176.31912231445312,0.0,13.908255577087402
39,2.953695058822632,177.34832763671875,0.0,14.010662078857422
40,0.3828040063381195,174.51162719726562,2.156554698944092,13.713547706604004
41,2.9778645038604736,178.10183715820312,0.0,13.325703620910645
42,0.9798444509506226,176.13453674316406,0.0,13.510080337524414
43,0.6088864207267761,174.60064697265625,0.9835776090621948,13.707361221313477
44,1.2403167486190796,177.13250732421875,2.120435953140259,13.052144050598145
45,0.1776348501443863,170.4314727783203,0.23882418870925903,13.914358139038086
46,1.3672289848327637,176.0205535888672,0.0,13.802007675170898
47,0.9649567008018494,176.24322509765625,1.9064085483551025,13.612093925476074
48,0.18986421823501587,172.5673828125,0.5905574560165405,13.612348556518555
49,2.3953397274017334,177.06094360351562,0.0,14.011850357055664
50,2.568789005279541,178.1132354736328,0.0,12.695443153381348
51,2.3748245239257812,177.2029266357422,0.0,13.903036117553711
52,1.295037031173706,176.90158081054688,0.0,13.277621269226074
53,0.0988057553768158,172.833984375,0.4451890289783478,13.266221046447754
54,0.47256550192832947,175.98048400878906,3.411988291190937e-05,12.960371017456055
55,0.893482506275177,174.5524444580078,0.0,13.912638664245605
56,4.783334732055664,177.45562744140625,0.0,14.201123237609863
57,5.051788806915283,177.99781799316406,0.0,14.200593948364258
58,0.6849828958511353,175.21481323242188,0.0,13.603561401367188
59,1.1890451908111572,174.1005859375,0.0,14.117033958435059
60,4.586746692657471,177.21231079101562,0.0,14.200579643249512
